token,label
07491,I-CLIENT_ADDRESS
tax,O
id:,O
969-72-5121,O
tax,O
id:,O
941-88-5692,O
iban:,O
gb21ojgq49248059733020,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1,O
wine,O
glasses,O
set,O
of,O
4,O
200,O
each,O
600,O
1200,O
10,O
1320,O
2,O
uncork,O
new,O
york,O
rolling,O
500,O
each,O
599,O
2995,O
10,O
3295,O
vineryards,O
wine,O
glass,O
set,O
of,O
2,O
anthropologie,O
gold,O
elegant,O
100,O
each,O
1998,O
1998,O
10,O
2198,O
swan,O
decorative,O
metal,O
bottle,O
stopper,O
wine,O
saver,O
moonshine,O
still,O
8gal/30l,O
water,O
300,O
each,O
8999,O
26997,O
10,O
29697,O
alcohol,O
distiller,O
home,O
brew,O
wine,O
making,O
kit,O
3,O
pot,O
5,O
tupperware,O
wine,O
stemless,O
200,O
each,O
3499,O
6998,O
10,O
7698,O
cups,O
set,O
acrylic,O
plastic,O
shatter,O
proof,O
beverages,O
new,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
40188,O
4019,O
44207,O
total,O
40188,O
4019,O
44207,O
,
invoice,O
no:,O
13865937,B-INVOICE_NUMBER
date,O
of,O
issue:,O
10/05/2014,B-INVOICE_DATE
seller:,O
client:,O
white,B-SELLER_NAME
and,I-SELLER_NAME
sons,I-SELLER_NAME
butler,B-CLIENT_NAME
llc,I-CLIENT_NAME
50566,B-SELLER_ADDRESS
johnson,I-SELLER_ADDRESS
pass,I-SELLER_ADDRESS
apt:,O
654,I-SELLER_ADDRESS
unit,B-CLIENT_ADDRESS
5502,I-CLIENT_ADDRESS
box,I-CLIENT_ADDRESS
9807,I-CLIENT_ADDRESS
gabrielside,O
pa,I-SELLER_ADDRESS
65166,I-SELLER_ADDRESS
dpo,I-CLIENT_ADDRESS
ap,I-CLIENT_ADDRESS
91576,I-CLIENT_ADDRESS
tax,O
id:,O
968-74-3453,O
tax,O
id:,O
980-78-0305,O
iban:,O
gb47cqil18836858037017,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
adult,O
girl,O
version,O
hermione,O
500,O
each,O
6416,O
32080,O
10,O
35288,O
granger,O
cosplay,O
costume,O
gryffindor,O
kid,O
size,O
in,O
stock,O
2,O
boys,O
shoes,O
size,O
5,O
100,O
each,O
580,O
580,O
10,O
638,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
32660,O
3266,O
35926,O
total,O
32660,O
3266,O
35926,O
,
invoice,O
no:,O
91851148,B-INVOICE_NUMBER
date,O
of,O
issue:,O
11/08/2015,B-INVOICE_DATE
seller:,O
client:,O
freeman,O
carter,I-SELLER_NAME
and,I-SELLER_NAME
peterson,I-SELLER_NAME
ryan-harrison,B-CLIENT_NAME
653,B-SELLER_ADDRESS
ferrell,I-SELLER_ADDRESS
corners,I-SELLER_ADDRESS
86000,B-CLIENT_ADDRESS
matthew,I-CLIENT_ADDRESS
valleys,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
493,I-CLIENT_ADDRESS
west,I-SELLER_ADDRESS
matthewborough,O
nj,I-SELLER_ADDRESS
47608,I-SELLER_ADDRESS
fischermouth,O
az,I-CLIENT_ADDRESS
42861,I-CLIENT_ADDRESS
tax,O
id:,O
942-70-7601,O
tax,O
id:,O
999-85-7578,O
iban:,O
gb8akjbn36231109439197,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
nintendo,O
n64,O
atomic,O
purple,O
500,O
each,O
5100,O
25500,O
10,O
28050,O
console,O
in,O
box,O
mario,O
kart,O
in,O
box,O
extras,O
2,O
clear,O
purple,O
10,O
levels,O
400,O
each,O
10900,O
43600,O
10,O
47960,O
brightness,O
backlit,O
v2,O
ips,O
lcd,O
gameboy,O
advance,O
gba,O
console,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
69100,O
6910,O
76010,O
total,O
69100,O
6910,O
76010,O
,
invoice,O
no:,O
99173131,B-INVOICE_NUMBER
date,O
of,O
issue:,O
08/30/2011,B-INVOICE_DATE
seller:,O
client:,O
williams,B-SELLER_NAME
group,I-SELLER_NAME
willis,B-CLIENT_NAME
and,I-CLIENT_NAME
sons,I-CLIENT_NAME
20488,B-SELLER_ADDRESS
madeline,I-SELLER_ADDRESS
row,I-SELLER_ADDRESS
397,B-CLIENT_ADDRESS
cody,I-CLIENT_ADDRESS
plain,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
364,I-CLIENT_ADDRESS
thompsonton,O
me,I-SELLER_ADDRESS
85462,I-SELLER_ADDRESS
south,I-CLIENT_ADDRESS
jonfurt,O
tx,I-CLIENT_ADDRESS
19023,I-CLIENT_ADDRESS
tax,O
id:,O
979-83-5788,O
tax,O
id:,O
967-95-3242,O
iban:,O
gb1zjvsb37709032390713,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
evolutionary,O
analysis,O
500,O
each,O
643,O
3215,O
10,O
3536,O
2,O
one,O
year,O
through,O
the,O
bible,O
by,O
100,O
each,O
449,O
449,O
10,O
494,O
david,O
r.,O
veerman,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
3664,O
366,O
4030,O
total,O
3664,O
366,O
4030,O
,
invoice,O
no:,O
40259650,B-INVOICE_NUMBER
date,O
of,O
issue:,O
06/08/2019,B-INVOICE_DATE
seller:,O
client:,O
medina,B-SELLER_NAME
inc,I-CLIENT_NAME
mills,B-CLIENT_NAME
inc,I-CLIENT_NAME
3800,B-SELLER_ADDRESS
audrey,I-SELLER_ADDRESS
ramp,I-SELLER_ADDRESS
apt,O
617,I-SELLER_ADDRESS
unit,B-CLIENT_ADDRESS
8065,I-CLIENT_ADDRESS
box,I-CLIENT_ADDRESS
0489,I-CLIENT_ADDRESS
west,I-SELLER_ADDRESS
kathryn,O
sc,I-SELLER_ADDRESS
31129,I-SELLER_ADDRESS
dpo,I-CLIENT_ADDRESS
aa,I-CLIENT_ADDRESS
57123,I-CLIENT_ADDRESS
tax,O
id:,O
972-74-6164,O
tax,O
id:,O
922-86-9809,O
iban:,O
gb83wqsh89957836971047,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
double,O
lever,O
wine,O
corker,O
used,O
500,O
each,O
630,O
3150,O
10,O
3465,O
in,O
good,O
shape,O
2,O
wine,O
bottle,O
opener,O
corkscrew,O
100,O
each,O
865,O
865,O
10,O
952,O
set,O
red,O
5,O
pc,O
stopper,O
pourer,O
foil,O
cutter,O
bottle,O
3,O
500g,O
active,O
dry,O
yeast,O
for,O
200,O
each,O
1999,O
3998,O
10,O
4398,O
alcohol,O
fermentation,O
white,O
wine,O
brewing,O
with,O
sacchar,O
hand,O
painted,O
wine,O
glasses,O
400,O
each,O
1499,O
5996,O
10,O
6596,O
grape,O
design,O
set,O
of,O
four,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
14009,O
1401,O
15410,O
total,O
14009,O
1401,O
15410,O
,
invoice,O
no:,O
94959966,B-INVOICE_NUMBER
date,O
of,O
issue:,O
03/14/2013,B-INVOICE_DATE
seller:,O
client:,O
cordova,O
guerrero,I-SELLER_NAME
and,I-CLIENT_NAME
white,I-SELLER_NAME
underwood,O
ryan,I-CLIENT_NAME
and,I-CLIENT_NAME
kelley,I-CLIENT_NAME
6349,B-SELLER_ADDRESS
reynolds,I-SELLER_ADDRESS
underpass,I-SELLER_ADDRESS
apt:,O
899,I-SELLER_ADDRESS
12536,B-CLIENT_ADDRESS
watson,I-CLIENT_ADDRESS
turnpike,I-CLIENT_ADDRESS
south,I-CLIENT_ADDRESS
calebmouth,O
mo,I-SELLER_ADDRESS
07722,I-SELLER_ADDRESS
south,I-CLIENT_ADDRESS
denisechester,O
va,I-CLIENT_ADDRESS
36258,I-CLIENT_ADDRESS
tax,O
id:,O
906-72-3105,O
tax,O
id:,O
957-99-9355,O
iban:,O
gb69fbaj87106265061073,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
sasinowski,O
m-legacy,O
of,O
ra,O
400,O
each,O
1940,O
7760,O
10,O
8536,O
book,O
new,O
2,O
morphy,O
chess,O
masterpieces,O
by,O
300,O
each,O
499,O
1497,O
10,O
1647,O
reinfeld,O
hb,O
chess,O
book,O
3,O
the,O
black,O
morpheus,O
road,O
200,O
each,O
449,O
898,O
10,O
988,O
bobby,O
fischer,O
s,O
chess,O
games,O
400,O
each,O
1353,O
5412,O
10,O
5953,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
15567,O
1557,O
17124,O
total,O
15567,O
1557,O
17124,O
,
invoice,O
no:,O
40631256,B-INVOICE_NUMBER
date,O
of,O
issue:,O
02/05/2014,B-INVOICE_DATE
seller:,O
client:,O
gonzales-callahan,B-SELLER_NAME
russell-jackson,B-CLIENT_NAME
usns,B-SELLER_ADDRESS
barker,I-SELLER_ADDRESS
3711,B-CLIENT_ADDRESS
rebecca,I-CLIENT_ADDRESS
lodge,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
568,I-CLIENT_ADDRESS
fpo,I-SELLER_ADDRESS
ap,I-SELLER_ADDRESS
35834,I-SELLER_ADDRESS
rhondabury,O
ia,I-CLIENT_ADDRESS
26475,I-CLIENT_ADDRESS
tax,O
id:,O
963-92-2266,O
tax,O
id:,O
944-73-9850,O
iban:,O
gb8iyfbp61884065352583,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
birthday,O
girl,O
15,O
0z,O
hand,O
500,O
each,O
1299,O
6495,O
10,O
7145,O
painted,O
wine,O
glass,O
with,O
box,O
recipe,O
by,O
lolita,O
new,O
2,O
vintage,O
set,O
of,O
4,O
clear,O
iridescent,O
300,O
each,O
1595,O
4785,O
10,O
5263,O
rainbow,O
glass,O
glasses,O
champagne,O
wine,O
3,O
6pc,O
set,O
blue,O
wine,O
glass,O
7.5,O
300,O
each,O
899,O
2697,O
10,O
2967,O
tall,O
leaf,O
and,O
button,O
pattern,O
vgc,O
set,O
of,O
6,O
german,O
roemer,O
wine,O
400,O
each,O
5500,O
22000,O
10,O
24200,O
glasses,O
make,O
in,O
france,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
35977,O
3598,O
39575,O
total,O
35977,O
3598,O
39575,O
,
invoice,O
no:,O
69607855,B-INVOICE_NUMBER
date,O
of,O
issue:,O
08/02/2014,B-INVOICE_DATE
seller:,O
client:,O
shaffer,B-SELLER_NAME
ltd,I-SELLER_NAME
wright,B-CLIENT_NAME
llc,I-CLIENT_NAME
9147,B-SELLER_ADDRESS
mercado,I-SELLER_ADDRESS
flats,I-SELLER_ADDRESS
suite,I-SELLER_ADDRESS
699,I-SELLER_ADDRESS
7147,B-CLIENT_ADDRESS
wilson,I-CLIENT_ADDRESS
stream,I-CLIENT_ADDRESS
south,I-SELLER_ADDRESS
paulfort,O
de,I-SELLER_ADDRESS
75869,I-SELLER_ADDRESS
cookstad,O
tn,I-CLIENT_ADDRESS
25047,I-CLIENT_ADDRESS
tax,O
id:,O
911-88-3375,O
tax,O
id:,O
901-97-4500,O
iban:,O
gb81jobh59020356401789,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
54,O
inches,O
black,O
marble,O
dinning,O
500,O
each,O
4,O
12000,O
20,O
60000,O
10,O
22,O
66000,O
table,O
top,O
unique,O
hallway,O
table,O
with,O
luxurious,O
art,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
20,O
60000,O
2,O
06000,O
22,O
66000,O
total,O
20,O
60000,O
2,O
06000,O
22,O
66000,O
,
invoice,O
no:,O
31447231,B-INVOICE_NUMBER
date,O
of,O
issue:,O
06/18/2017,B-INVOICE_DATE
seller:,O
client:,O
sellers,O
marsh,I-SELLER_NAME
and,I-SELLER_NAME
cabrera,I-SELLER_NAME
english-sanchez,B-CLIENT_NAME
54819,B-SELLER_ADDRESS
laura,I-SELLER_ADDRESS
hollow,I-SELLER_ADDRESS
suite,I-SELLER_ADDRESS
093,I-SELLER_ADDRESS
682,B-CLIENT_ADDRESS
kimberly,I-CLIENT_ADDRESS
plain,I-CLIENT_ADDRESS
apt:,O
213,I-CLIENT_ADDRESS
port,I-SELLER_ADDRESS
jenniferstad,O
fl,I-SELLER_ADDRESS
48593,I-SELLER_ADDRESS
adamport,O
de,I-CLIENT_ADDRESS
94746,I-CLIENT_ADDRESS
tax,O
id:,O
951-99-1282,O
tax,O
id:,O
936-71-8297,O
iban:,O
gb76wgq003211160753467,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
hp,O
aii-in-one,O
computer,O
22,O
200,O
each,O
44999,O
89998,O
10,O
98998,O
full-hd,O
display,O
intel,O
2.90ghz,O
4gb,O
1tb,O
hd,O
winlo,O
teal,O
2,O
lenovo,O
c2o-oo_all,O
in,O
one,O
100,O
each,O
27764,O
27764,O
10,O
30540,O
desktop,O
computer,O
with,O
wireless,O
mouse,O
3,O
computer,O
desktop,O
gaming,O
i5,O
100,O
each,O
31500,O
31500,O
10,O
34650,O
ram,O
16,O
g,O
fast,O
dell,O
optiplex,O
windows,O
10,O
100,O
each,O
12495,O
12495,O
10,O
13745,O
desktop,O
computer,O
tower,O
czd,O
4gb,O
dvd,O
wifi,O
17,O
lcd,O
5,O
ryzen,O
gaming,O
computer,O
500,O
each,O
75200,O
3,O
76000,O
10,O
4,O
13600,O
6,O
sama,O
rgb,O
gaming,O
pc,O
desktop,O
200,O
each,O
40000,O
80000,O
10,O
88000,O
computer,O
i5,O
3.7ghz,O
nvidia,O
gtx,O
1060,O
16gb,O
windows,O
10,O
custom,O
build,O
dell,O
optiplex,O
5040,O
400,O
each,O
35499,O
1,O
41996,O
10,O
1,O
56196,O
mt,O
i7-6700,O
3.40ghz,O
desktop,O
computer,O
pc,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
59753,O
75975,O
8,O
35728,O
total,O
7,O
59753,O
75975,O
8,O
35728,O
,
invoice,O
no:,O
52786363,B-INVOICE_NUMBER
date,O
of,O
issue:,O
06/11/2011,B-INVOICE_DATE
seller:,O
client:,O
thomas-moore,B-SELLER_NAME
villanueva-gonzalez,B-CLIENT_NAME
06363,B-SELLER_ADDRESS
devin,I-SELLER_ADDRESS
vista,I-SELLER_ADDRESS
psc,B-CLIENT_ADDRESS
8101,O
box,I-CLIENT_ADDRESS
1579,I-CLIENT_ADDRESS
port,I-SELLER_ADDRESS
kristina,O
or,I-SELLER_ADDRESS
38067,I-SELLER_ADDRESS
apo,I-CLIENT_ADDRESS
aa,I-CLIENT_ADDRESS
65856,I-CLIENT_ADDRESS
tax,O
id:,O
968-79-0940,O
tax,O
id:,O
920-75-1593,O
iban:,O
gb26diox99480612156870,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
beyblade,O
burst,O
b-163,O
superking,O
200,O
each,O
1159,O
2318,O
10,O
2550,O
brave,O
valkyrie.ev,O
2a,O
top,O
ilauncher,O
/grip,O
kid,O
toy,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
2318,O
232,O
2550,O
total,O
2318,O
232,O
2550,O
,
invoice,O
no:,O
12492197,B-INVOICE_NUMBER
date,O
of,O
issue:,O
07/05/2020,B-INVOICE_DATE
seller:,O
client:,O
holland-austin,B-SELLER_NAME
evans-martin,B-CLIENT_NAME
89901,B-SELLER_ADDRESS
carrie,I-SELLER_ADDRESS
prairie,I-SELLER_ADDRESS
2752,B-CLIENT_ADDRESS
timothy,I-CLIENT_ADDRESS
court,I-CLIENT_ADDRESS
gardnerview,O
in,I-SELLER_ADDRESS
49654,I-SELLER_ADDRESS
yorkport,O
ar,I-CLIENT_ADDRESS
44256,I-CLIENT_ADDRESS
tax,O
id:,O
934-97-2041,O
tax,O
id:,O
947-95-5228,O
iban:,O
gbs3okxe29036888230337,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
nintendo,O
game,O
boy,O
micro,O
400,O
each,O
13000,O
52000,O
10,O
57200,O
console,O
black,O
oxysfbb,O
2,O
handheld,O
video,O
game,O
console,O
300,O
each,O
1599,O
4797,O
10,O
5277,O
400,O
in,I-SELLER_ADDRESS
1,O
mini,O
retro,O
console,O
built,O
in,I-SELLER_ADDRESS
video,O
games,O
3,O
nintendo,O
switch,O
lite,O
turquoise,O
100,O
each,O
13000,O
13000,O
10,O
14300,O
blue,O
console,O
only,O
no,O
charger,O
b4-1,O
super,O
nintendo,O
snes,O
system,O
400,O
each,O
10399,O
41596,O
10,O
45756,O
console,O
controller,O
cables,O
sns-001,O
3,O
games,O
5,O
sony,O
playstation2,O
slim,O
console,O
100,O
each,O
9000,O
9000,O
10,O
9900,O
set,O
scph-9oooo,O
white,O
tested,O
working,O
11194,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
1,O
20393,O
12039,O
1,O
32432,O
total,O
1,O
20393,O
12039,O
1,O
32432,O
,
invoice,O
no:,O
34911755,B-INVOICE_NUMBER
date,O
of,O
issue:,O
01/30/2019,B-INVOICE_DATE
seller:,O
client:,O
graham,O
floyd,I-SELLER_NAME
and,I-CLIENT_NAME
johnson,I-SELLER_NAME
martin,O
russo,I-CLIENT_NAME
and,I-CLIENT_NAME
gaines,I-CLIENT_NAME
psc,B-SELLER_ADDRESS
4671,O
box,I-SELLER_ADDRESS
8111,I-SELLER_ADDRESS
439,B-CLIENT_ADDRESS
savannah,I-CLIENT_ADDRESS
ports,I-CLIENT_ADDRESS
apt:,O
792,I-CLIENT_ADDRESS
apo,I-SELLER_ADDRESS
aa,I-SELLER_ADDRESS
17287,I-SELLER_ADDRESS
east,I-CLIENT_ADDRESS
adrianton,O
or,I-CLIENT_ADDRESS
66623,I-CLIENT_ADDRESS
tax,O
id:,O
915-82-2212,O
tax,O
id:,O
910-78-0055,O
iban:,O
gb96htsb65053102617380,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
metal,O
storage,O
shelf,O
wine,O
glass,O
500,O
each,O
2242,O
11210,O
10,O
12331,O
rack,O
wine,O
glasses,O
for,O
the,O
cabinet,O
2,O
wine,O
things,O
unlimited,O
tipsy,O
100,O
each,O
899,O
899,O
10,O
989,O
wine,O
elf,O
pewter,O
wine,O
bottle,O
stopper/cork,O
3,O
set,O
of,O
2,O
stemless,O
christmas,O
500,O
each,O
1200,O
6000,O
10,O
6600,O
wine,O
glasses,O
new,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
18109,O
1811,O
19920,O
total,O
18109,O
1811,O
19920,O
,
invoice,O
no:,O
44910862,B-INVOICE_NUMBER
date,O
of,O
issue:,O
03/19/2017,B-INVOICE_DATE
seller:,O
client:,O
potts,B-SELLER_NAME
llc,I-SELLER_NAME
everett,B-CLIENT_NAME
group,I-CLIENT_NAME
unit,B-SELLER_ADDRESS
3364,I-SELLER_ADDRESS
box,I-SELLER_ADDRESS
4918,I-SELLER_ADDRESS
5963,B-CLIENT_ADDRESS
brooke,I-CLIENT_ADDRESS
isle,I-CLIENT_ADDRESS
dpo,I-SELLER_ADDRESS
ap,I-SELLER_ADDRESS
40356,I-SELLER_ADDRESS
christophertown,O
ky,I-CLIENT_ADDRESS
24288,I-CLIENT_ADDRESS
tax,O
id:,O
902-79-7504,O
tax,O
id:,O
989-90-0897,O
iban:,O
gbz6bvdg79392464987214,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
adidas,O
baseball,O
youth,O
cleats,O
200,O
each,O
1199,O
2398,O
10,O
2638,O
spikes,O
kids,O
shoes,O
black,O
white,O
size,O
12k,O
2,O
fila,O
boys,O
skele-toes,O
bay,O
rnr,O
3,O
500,O
each,O
1025,O
5125,O
10,O
5637,O
black,O
running,O
shoes,O
11,O
medium,O
d,O
little,O
kid,O
9953,O
3,O
under,O
armour,O
black,O
100,O
each,O
1700,O
1700,O
10,O
1870,O
athletic,O
shoes,O
ty,O
joma,O
boys,O
youth,O
gol-102,O
500,O
each,O
1999,O
9995,O
10,O
10994,O
soccer,O
cleats,O
shoes,O
size,O
2,O
white,O
red,O
2y,O
new,O
5,O
joma,O
boys,O
youth,O
gol-102,O
200,O
each,O
1999,O
3998,O
10,O
4398,O
soccer,O
cleats,O
shoes,O
size,O
5.5,O
white,O
red,O
futbol,O
new,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
23216,O
2322,O
25538,O
total,O
23216,O
2322,O
25538,O
boys,O
,
invoice,O
no:,O
35712927,B-INVOICE_NUMBER
date,O
of,O
issue:,O
05/02/2018,B-INVOICE_DATE
seller:,O
client:,O
barker-hill,B-SELLER_NAME
cook,O
duncan,I-CLIENT_NAME
and,I-CLIENT_NAME
martin,I-CLIENT_NAME
psc,B-SELLER_ADDRESS
3641,O
box,I-SELLER_ADDRESS
9173,I-SELLER_ADDRESS
1010,B-CLIENT_ADDRESS
james,I-CLIENT_ADDRESS
center,I-CLIENT_ADDRESS
apt:,O
332,I-CLIENT_ADDRESS
apo,I-SELLER_ADDRESS
aa,I-SELLER_ADDRESS
45157,I-SELLER_ADDRESS
east,I-CLIENT_ADDRESS
cynthiaburgh,O
az,I-CLIENT_ADDRESS
43237,I-CLIENT_ADDRESS
tax,O
id:,O
999-88-7194,O
tax,O
id:,O
908-78-4834,O
iban:,O
gb44cvns82331947643771,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
air,O
pressure,O
pump,O
wine,O
opener,O
400,O
each,O
1728,O
6912,O
10,O
7603,O
set,O
bottle,O
cork,O
remover,O
accessory,O
tool,O
for,O
bar.,O
2,O
nib,O
corkit,O
wine,O
cork,O
bottle,O
100,O
each,O
1495,O
1495,O
10,O
1645,O
display,O
holder,O
industrial,O
steampunk,O
modern,O
art,O
new,O
3,O
two,O
new,O
cork,O
cage,O
500,O
each,O
1175,O
5875,O
10,O
6463,O
ornaments:,O
wine,O
barrel,O
wine,O
bottle,O
bar,O
tree,O
decorations,O
vintage,O
anjou,O
water,O
300,O
each,O
900,O
2700,O
10,O
2970,O
goblets/wine,O
glass,O
new,O
set,O
by,O
leonard,O
silver,O
mfg,O
4,O
piece,O
set,O
5,O
3,O
gal,O
12l,O
moonshine,O
still,O
500,O
each,O
9992,O
49960,O
10,O
54956,O
stainless,O
steel,O
water,O
wine,O
alcohol,O
distiller,O
equipment,O
vintage,O
metal,O
art,O
sculpture,O
200,O
each,O
2598,O
5196,O
10,O
5716,O
carving,O
chef,O
wine,O
bottle,O
holder,O
and,I-CLIENT_NAME
display,O
tin,O
chef,O
4,O
piece,O
glass,O
set,O
wine,O
300,O
each,O
1200,O
3600,O
10,O
3960,O
champagne,O
glasses,O
new,O
in,O
box,I-SELLER_ADDRESS
party,O
sparkle,O
cheers,O
bubbly,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
75738,O
7574,O
83312,O
total,O
75738,O
7574,O
83312,O
,
invoice,O
no:,O
95825613,B-INVOICE_NUMBER
date,O
of,O
issue:,O
04/15/2017,B-INVOICE_DATE
seller:,O
client:,O
johnson,B-SELLER_NAME
ltd,I-SELLER_NAME
carter,O
mueller,I-CLIENT_NAME
and,I-CLIENT_NAME
clark,I-CLIENT_NAME
604,B-SELLER_ADDRESS
tran,I-SELLER_ADDRESS
glen,I-SELLER_ADDRESS
492,B-CLIENT_ADDRESS
hannah,I-CLIENT_ADDRESS
circle,I-CLIENT_ADDRESS
danielhaven,O
va,I-SELLER_ADDRESS
96616,I-SELLER_ADDRESS
north,I-CLIENT_ADDRESS
brandonberg,O
or,I-CLIENT_ADDRESS
04120,I-CLIENT_ADDRESS
tax,O
id:,O
971-79-1652,O
tax,O
id:,O
978-84-5576,O
iban:,O
gb3iracd50448907110488,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
12,O
marble,O
side,O
coffee,O
table,O
100,O
each,O
25004,O
25004,O
10,O
27504,O
top,O
malachite,O
mosaic,O
floral,O
garden,O
decor,O
w168,O
2,O
semi,O
precious,O
stone,O
inlay,O
art,O
500,O
each,O
1,O
75125,O
8,O
75625,O
10,O
63187,O
island,O
table,O
top,O
marble,O
dinning,O
table,O
36,O
inches,O
3,O
6x3,O
black,O
marble,O
top,O
dining,O
400,O
each,O
5,O
71022,O
22,O
84088,O
10,O
25,O
12497,O
room,O
table,O
sets,O
scagaliola,O
very,O
pietradure,O
decor,O
6x3,O
marble,O
dining,O
living,O
room,O
300,O
each,O
5,O
08831,O
15,O
26493,O
10,O
16,O
79142,O
table,O
multi,O
pietra,O
dura,O
inlaid,O
decor,O
hsooga,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
47,O
11210,O
4,O
71121,O
51,O
82331,O
total,O
47,O
11210,O
4,O
71121,O
51,O
82331,O
inlay,O
top,O
,
invoice,O
no:,O
25532811,B-INVOICE_NUMBER
date,O
of,O
issue:,O
07/07/2016,B-INVOICE_DATE
seller:,O
client:,O
sandoval-mckenzie,B-SELLER_NAME
terry,O
lindsey,I-CLIENT_NAME
and,I-CLIENT_NAME
fox,I-CLIENT_NAME
0568,B-SELLER_ADDRESS
lori,I-SELLER_ADDRESS
landing,I-SELLER_ADDRESS
4053,B-CLIENT_ADDRESS
justin,I-CLIENT_ADDRESS
port,I-CLIENT_ADDRESS
new,I-SELLER_ADDRESS
gabriel,O
fl,I-SELLER_ADDRESS
38446,I-SELLER_ADDRESS
mcbridetown,O
oh,I-CLIENT_ADDRESS
93256,I-CLIENT_ADDRESS
tax,O
id:,O
935-92-3150,O
tax,O
id:,O
924-95-1084,O
iban:,O
gb3icbdd79313779866142,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
b408,O
nintendo,O
gameboy,O
color,O
500,O
each,O
7499,O
37495,O
10,O
41244,O
console,O
ice,O
blue,O
toysrus,O
limited,O
japan,O
gbc,O
rear,O
x,O
2,O
microsoft,O
xbox,O
one,O
x,O
1tb,O
4k,O
500,O
each,O
24900,O
1,O
24500,O
10,O
1,O
36950,O
ultra,O
hd,O
console,O
black,O
controller,O
works,O
great,O
1787,O
3,O
playstation,O
2,O
console,O
400,O
each,O
7999,O
31996,O
10,O
35196,O
black,O
scph-39001,O
w/,O
2,O
controllers,O
and,I-CLIENT_NAME
5,O
games,O
8gb,O
4.3,O
retro,O
handheld,O
game,O
300,O
each,O
2999,O
8997,O
10,O
9897,O
console,O
portable,O
video,O
game,O
built-in,O
10000,O
games,O
5,O
saturn,O
console,O
400,O
each,O
11998,O
47992,O
10,O
52791,O
hst-3200,O
hst-3210,O
japanese,O
xbox,O
one,O
x,O
1,O
tb,O
console,O
wl,O
200,O
each,O
20000,O
40000,O
10,O
44000,O
wireless,O
controller,O
magnavox,O
odyssey,O
2,O
200,O
each,O
15500,O
31000,O
10,O
34100,O
microprocessor,O
console,O
system,O
w,O
joy,O
sticks,O
15,O
games,O
1978,O
summary,O
vat,O
net,O
worth,O
vat,O
