token,label,sentence_id
5744,O,0
koala,O,0
panda,O,0
plush,O,0
living,O,0
room,O,0
blankets,O,0
non,O,0
slip,O,0
decor,O,0
6,O,0
muted,O,0
mauve,O,0
floral,O,0
design,O,0
4x6,O,0
500,O,0
each,O,0
27636,O,0
1,O,0
38180,O,0
10,O,0
1,O,0
51998,O,0
oushak,O,0
chobi,O,0
oriental,O,0
rug,O,0
wool,O,0
home,O,0
decor,O,0
carpet,O,0
yilong,O,0
4x6,O,0
golden,O,0
handmade,O,0
400,O,0
each,O,0
3,O,0
60000,O,0
14,O,0
40000,O,0
10,O,0
15,O,0
84000,O,0
carpet,O,0
house,O,0
decor,O,0
hand,O,0
knotted,O,0
silk,O,0
rugs,O,0
088b,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
16,O,0
10114,O,0
1,O,0
61011,O,0
17,O,0
71125,O,0
total,O,0
16,O,0
10114,O,0
1,O,0
61011,O,0
17,O,0
71125,O,0
invoice,O,0
no:,O,0
10942693,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
06/13/2018,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
coleman,O,0
inc,O,0
lopez-garcia,O,0
706,O,0
brady,O,0
fork,O,0
413,O,0
snow,O,0
extensions,O,0
west,O,0
paulfort,O,0
ny,O,0
06654,O,0
west,O,0
michealfort,O,0
me,O,0
41012,O,0
tax,O,0
id:,O,0
922-83-3513,O,0
tax,O,0
id:,O,0
947-74-2259,O,0
iban:,O,0
gbz6cssro3453199859434,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
yilong,O,0
2x3,O,0
traditional,O,0
100,O,0
each,O,0
1,O,0
20000,O,0
1,O,0
20000,O,0
10,O,0
1,O,0
32000,O,0
handmade,O,0
silk,O,0
area,O,0
rugs,O,0
kid,O,0
friendly,O,0
floor,O,0
carpet,O,0
356b,O,0
2,O,0
yilong,O,0
4x6,O,0
all,O,0
over,O,0
500,O,0
each,O,0
3,O,0
60000,O,0
18,O,0
00000,O,0
10,O,0
19,O,0
80000,O,0
handmade,O,0
carpet,O,0
dining,O,0
room,O,0
hand,O,0
knotted,O,0
silk,O,0
rugs,O,0
082b,O,0
3,O,0
watercolor,O,0
butterfly,O,0
carpets,O,0
200,O,0
each,O,0
1439,O,0
2878,O,0
10,O,0
3166,O,0
kitchen,O,0
rug,O,0
anti,O,0
slip,O,0
mat,O,0
art,O,0
living,O,0
room,O,0
carpets,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
19,O,0
22878,O,0
1,O,0
92288,O,0
21,O,0
15166,O,0
total,O,0
19,O,0
22878,O,0
1,O,0
92288,O,0
21,O,0
15166,O,0
invoice,O,0
no:,O,0
22393723,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
05/22/2018,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
henderson,O,0
group,O,0
brown-taylor,O,0
905,O,0
matthew,O,0
drives,O,0
apt:,O,0
923,O,0
397,O,0
kathryn,O,0
dale,O,0
suite,O,0
540,O,0
west,O,0
hannah,O,0
nm,O,0
66222,O,0
west,O,0
tinamouth,O,0
md,O,0
72150,O,0
tax,O,0
id:,O,0
967-86-4163,O,0
tax,O,0
id:,O,0
967-73-0906,O,0
iban:,O,0
gb97qquj87799198751492,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
1.,O,0
new,O,0
oak,O,0
barrel,O,0
wooden,O,0
barrel,O,0
400,O,0
each,O,0
2790,O,0
11160,O,0
10,O,0
12276,O,0
for,O,0
storage,O,0
aging,O,0
wine,O,0
whiskey,O,0
spirits,O,0
wine,O,0
barrel,O,0
2,O,0
new,O,0
never,O,0
used,O,0
crofton,O,0
100,O,0
each,O,0
300,O,0
300,O,0
10,O,0
330,O,0
chefs,O,0
collection,O,0
wine,O,0
cooling,O,0
stick,O,0
in,O,0
package,O,0
3,O,0
new,O,0
6,O,0
pcs,O,0
rabbit,O,0
wine,O,0
opener,O,0
500,O,0
each,O,0
1995,O,0
9975,O,0
10,O,0
10973,O,0
set,O,0
with,O,0
accessories,O,0
tools,O,0
gift,O,0
box,O,0
a16,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
21435,O,0
2144,O,0
23579,O,0
total,O,0
21435,O,0
2144,O,0
23579,O,0
invoice,O,0
no:,O,0
37575831,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
08/27/2017,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
mcbride-smith,O,0
kelly,O,0
llc,O,0
632,O,0
katherine,O,0
valley,O,0
suite,O,0
528,O,0
3158,O,0
nicholas,O,0
harbor,O,0
smithmouth,O,0
mn,O,0
67317,O,0
south,O,0
alicia,O,0
dc,O,0
71771,O,0
tax,O,0
id:,O,0
932-99-6925,O,0
tax,O,0
id:,O,0
901-80-6675,O,0
iban:,O,0
gbzaqkla17088933212020,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
1.,O,0
pictures,O,0
from,O,0
a,O,0
distant,O,0
400,O,0
each,O,0
1384,O,0
5536,O,0
10,O,0
6090,O,0
country:,O,0
seeing,O,0
america,O,0
through,O,0
old,O,0
paper,O,0
money,O,0
2,O,0
diabetic,O,0
dream,O,0
desserts,O,0
200,O,0
each,O,0
449,O,0
898,O,0
10,O,0
988,O,0
3,O,0
history,O,0
of,O,0
christianity,O,0
vol,O,0
1,O,0
500,O,0
each,O,0
409,O,0
2045,O,0
10,O,0
2249,O,0
beginnings,O,0
to,O,0
1500,O,0
by,O,0
kenneth,O,0
s.,O,0
latourette,O,0
king,O,0
arthur,O,0
and,O,0
his,O,0
knights,O,0
300,O,0
each,O,0
1999,O,0
5997,O,0
10,O,0
6597,O,0
new,O,0
sealed,O,0
illustrated,O,0
leather,O,0
bound,O,0
gift,O,0
hardback,O,0
5,O,0
how,O,0
to,O,0
repair,O,0
home,O,0
laundry,O,0
300,O,0
each,O,0
1246,O,0
3738,O,0
10,O,0
4112,O,0
appliances,O,0
tumbling,O,0
by,O,0
caela,O,0
carter,O,0
100,O,0
each,O,0
449,O,0
449,O,0
10,O,0
494,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
18663,O,0
1866,O,0
20529,O,0
total,O,0
18663,O,0
1866,O,0
20529,O,0
invoice,O,0
no:,O,0
50712639,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
01/10/2021,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
smith,O,0
blackburn,O,0
and,O,0
barton,O,0
harris-barrera,O,0
527,O,0
gamble,O,0
field,O,0
72930,O,0
benjamin,O,0
forge,O,0
lake,O,0
susan,O,0
mn,O,0
36957,O,0
terrimouth,O,0
va,O,0
11648,O,0
tax,O,0
id:,O,0
949-87-6355,O,0
tax,O,0
id:,O,0
963-79-1945,O,0
iban:,O,0
gb38ruwi18575594469382,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
1,O,0
foamposite,O,0
size,O,0
6c,O,0
400,O,0
each,O,0
2240,O,0
8960,O,0
10,O,0
9856,O,0
2,O,0
joma,O,0
boys,O,0
youth,O,0
gol-102,O,0
500,O,0
each,O,0
1999,O,0
9995,O,0
10,O,0
10994,O,0
soccer,O,0
cleats,O,0
shoes,O,0
size,O,0
4,O,0
white,O,0
red,O,0
futbol,O,0
new,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
18955,O,0
1895,O,0
20850,O,0
total,O,0
18955,O,0
1895,O,0
20850,O,0
invoice,O,0
no:,O,0
52701374,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
06/29/2018,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
daniel,O,0
group,O,0
sheppard,O,0
snyder,O,0
and,O,0
solomon,O,0
77044,O,0
rivera,O,0
branch,O,0
apt:,O,0
037,O,0
578,O,0
anne,O,0
isle,O,0
apt:,O,0
742,O,0
lopezchester,O,0
ri,O,0
22042,O,0
east,O,0
allisonberg,O,0
ok,O,0
15150,O,0
tax,O,0
id:,O,0
900-95-7736,O,0
tax,O,0
id:,O,0
980-85-0503,O,0
iban:,O,0
gb62ndhq58533522039237,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
1.,O,0
vintage,O,0
crystal,O,0
red,O,0
wine,O,0
100,O,0
each,O,0
3545,O,0
3545,O,0
10,O,0
3900,O,0
glasses,O,0
nos,O,0
west,O,0
germany,O,0
1983,O,0
6,O,0
10,O,0
ounce,O,0
elegant,O,0
stems,O,0
2,O,0
wine,O,0
openers,O,0
heavy,O,0
duty,O,0
200,O,0
each,O,0
2999,O,0
5998,O,0
10,O,0
6598,O,0
stainless,O,0
steel,O,0
hinges,O,0
wine,O,0
key.12pcs/random,O,0
color,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
9543,O,0
954,O,0
10497,O,0
total,O,0
9543,O,0
954,O,0
10497,O,0
invoice,O,0
no:,O,0
36051373,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
04/07/2015,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
cervantes,O,0
carpenter,O,0
and,O,0
morse,O,0
holland,O,0
lee,O,0
and,O,0
kline,O,0
875,O,0
ferrell,O,0
plains,O,0
180,O,0
john,O,0
springs,O,0
suite,O,0
534,O,0
georgeberg,O,0
tn,O,0
37646,O,0
burgessland,O,0
ri,O,0
40270,O,0
tax,O,0
id:,O,0
948-73-7398,O,0
tax,O,0
id:,O,0
936-95-7719,O,0
iban:,O,0
gb68bapo89177734934881,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
18x18,O,0
marble,O,0
white,O,0
table,O,0
100,O,0
each,O,0
1,O,0
18845,O,0
1,O,0
18845,O,0
10,O,0
1,O,0
30730,O,0
lapis,O,0
inlay,O,0
pietradura,O,0
floral,O,0
home,O,0
decor,O,0
art,O,0
gift,O,0
2,O,0
yellow,O,0
stone,O,0
royal,O,0
art,O,0
marble,O,0
100,O,0
each,O,0
6,O,0
75600,O,0
6,O,0
75600,O,0
10,O,0
43160,O,0
dinning,O,0
table,O,0
top,O,0
round,O,0
garden,O,0
table,O,0
top,O,0
60,O,0
inches,O,0
3,O,0
floral,O,0
two,O,0
seater,O,0
fabric,O,0
sofa,O,0
200,O,0
each,O,0
19900,O,0
39800,O,0
10,O,0
43780,O,0
26x26,O,0
marble,O,0
black,O,0
top,O,0
100,O,0
each,O,0
48900,O,0
1,O,0
48900,O,0
10,O,0
1,O,0
63790,O,0
coffee,O,0
table,O,0
inlay,O,0
floral,O,0
pietradura,O,0
art,O,0
christmas,O,0
gift,O,0
5,O,0
1-4,O,0
seater,O,0
general,O,0
elastic,O,0
400,O,0
each,O,0
099,O,0
396,O,0
10,O,0
436,O,0
fabric,O,0
protector,O,0
sofa,O,0
covers,O,0
couch,O,0
slipcovers,O,0
stretch,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
9,O,0
83541,O,0
98354,O,0
10,O,0
81895,O,0
total,O,0
9,O,0
83541,O,0
98354,O,0
10,O,0
81895,O,0
top,O,0
invoice,O,0
no:,O,0
87454899,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
01/18/2014,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
brown,O,0
and,O,0
sons,O,0
flores,O,0
and,O,0
sons,O,0
810,O,0
lori,O,0
lake,O,0
suite,O,0
987,O,0
765,O,0
meredith,O,0
points,O,0
sharonbury,O,0
nd,O,0
49715,O,0
matthewsfort,O,0
fl,O,0
73462,O,0
tax,O,0
id:,O,0
936-99-2201,O,0
tax,O,0
id:,O,0
990-77-2507,O,0
iban:,O,0
gb63vfok08441404145416,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
nintendo,O,0
64,O,0
n64,O,0
console,O,0
black,O,0
500,O,0
each,O,0
4999,O,0
24995,O,0
10,O,0
27495,O,0
japan,O,0
tested,O,0
working,O,0
nusha,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
24995,O,0
2500,O,0
27495,O,0
total,O,0
24995,O,0
2500,O,0
27495,O,0
invoice,O,0
no:,O,0
73459321,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
11/19/2013,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
hernandez,O,0
english,O,0
and,O,0
yoder,O,0
manning,O,0
parker,O,0
and,O,0
fleming,O,0
2132,O,0
jordan,O,0
circle,O,0
suite,O,0
033,O,0
9975,O,0
leon,O,0
villages,O,0
apt.,O,0
845,O,0
south,O,0
caseyton,O,0
sd,O,0
47553,O,0
gonzalezberg,O,0
va,O,0
02610,O,0
tax,O,0
id:,O,0
916-95-3070,O,0
tax,O,0
id:,O,0
997-85-3287,O,0
iban:,O,0
gb46rydh44304341979849,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
1.,O,0
jordan,O,0
10,O,0
retro,O,0
fusion,O,0
red,O,0
size,O,0
300,O,0
each,O,0
6000,O,0
18000,O,0
10,O,0
19800,O,0
6y,O,0
2,O,0
kushyshoo,O,0
children,O,0
kid,O,0
rain,O,0
300,O,0
each,O,0
2299,O,0
6897,O,0
10,O,0
7587,O,0
boot,O,0
shoes,O,0
rubber,O,0
monkey,O,0
size,O,0
youth,O,0
1,O,0
3,O,0
lego,O,0
star,O,0
wars,O,0
minifigures,O,0
200,O,0
each,O,0
298,O,0
596,O,0
10,O,0
656,O,0
stormtrooper,O,0
darth,O,0
vader,O,0
yoda,O,0
obi,O,0
van,O,0
mandalorian,O,0
new,O,0
kids,O,0
jordan,O,0
7,O,0
retro,O,0
sz,O,0
2y,O,0
100,O,0
each,O,0
7200,O,0
7200,O,0
10,O,0
7920,O,0
5,O,0
crewcuts,O,0
shoes,O,0
200,O,0
each,O,0
1200,O,0
2400,O,0
10,O,0
2640,O,0
6,O,0
stacy,O,0
adams,O,0
43373-221,O,0
kids,O,0
200,O,0
each,O,0
2467,O,0
4934,O,0
10,O,0
5427,O,0
2m,O,0
classic,O,0
cognac,O,0
oxford,O,0
nike,O,0
oncore,O,0
high,O,0
jr,O,0
6.0,O,0
kids,O,0
200,O,0
each,O,0
2500,O,0
5000,O,0
10,O,0
5500,O,0
size,O,0
4y,O,0
black,O,0
red,O,0
white,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
45027,O,0
4503,O,0
49530,O,0
total,O,0
45027,O,0
4503,O,0
49530,O,0
invoice,O,0
no:,O,0
54661411,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
07/29/2020,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
fitzgerald,O,0
group,O,0
powell-floyd,O,0
65165,O,0
mark,O,0
vista,O,0
suite,O,0
750,O,0
1956,O,0
adams,O,0
island,O,0
apt:,O,0
000,O,0
kaylaberg,O,0
ia,O,0
50008,O,0
wheelerside,O,0
ky,O,0
77866,O,0
tax,O,0
id:,O,0
928-97-0774,O,0
tax,O,0
id:,O,0
913-98-4271,O,0
iban:,O,0
gb34choa94863267286764,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
bohemia,O,0
style,O,0
round,O,0
morocco,O,0
300,O,0
each,O,0
4689,O,0
14067,O,0
10,O,0
15474,O,0
area,O,0
rug,O,0
tassel,O,0
carpet,O,0
mat,O,0
floor,O,0
blanket,O,0
room,O,0
decor,O,0
2,O,0
color,O,0
skull,O,0
series,O,0
small,O,0
large,O,0
300,O,0
each,O,0
3630,O,0
10890,O,0
10,O,0
11979,O,0
long,O,0
floor,O,0
carpet,O,0
area,O,0
rugs,O,0
various,O,0
size,O,0
soft,O,0
rug,O,0
3,O,0
3d,O,0
swirl,O,0
print,O,0
optical,O,0
illusion,O,0
100,O,0
each,O,0
1196,O,0
1196,O,0
10,O,0
1316,O,0
area,O,0
rug,O,0
carpet,O,0
floor,O,0
pad,O,0
non-slip,O,0
doormat,O,0
mats,O,0
rug,O,0
area,O,0
hand,O,0
knotted,O,0
wool,O,0
300,O,0
each,O,0
41000,O,0
1,O,0
23000,O,0
10,O,0
1,O,0
35300,O,0
oriental,O,0
carpet,O,0
vintage,O,0
geometric,O,0
traditional,O,0
handmad,O,0
5,O,0
yilong,O,0
1.2x1.7,O,0
300l,O,0
tree,O,0
and,O,0
300,O,0
each,O,0
18800,O,0
56400,O,0
10,O,0
62040,O,0
birds,O,0
handmade,O,0
silk,O,0
rug,O,0
carpet,O,0
tapestry,O,0
lh69ia,O,0
6,O,0
indian,O,0
green,O,0
red,O,0
color,O,0
2.6x4,O,0
300,O,0
each,O,0
21500,O,0
64500,O,0
10,O,0
70950,O,0
carpet,O,0
hand,O,0
knotted,O,0
living,O,0
room,O,0
traditional,O,0
chobi,O,0
yilong,O,0
3x5,O,0
blue,O,0
handknotted,O,0
500,O,0
each,O,0
90000,O,0
50000,O,0
10,O,0
95000,O,0
silk,O,0
area,O,0
rug,O,0
antistatic,O,0
home,O,0
decor,O,0
carpet,O,0
975b,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
7,O,0
20053,O,0
72005,O,0
7,O,0
92058,O,0
total,O,0
7,O,0
20053,O,0
72005,O,0
7,O,0
92058,O,0
invoice,O,0
no:,O,0
57416834,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
10/14/2020,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
hicks-miller,O,0
mcbride-romero,O,0
12688,O,0
stewart,O,0
spurs,O,0
psc,O,0
7754,O,0
box,O,0
5982,O,0
port,O,0
beth,O,0
mi,O,0
78208,O,0
apo,O,0
aa,O,0
57973,O,0
tax,O,0
id:,O,0
983-97-1203,O,0
tax,O,0
id:,O,0
938-82-2744,O,0
iban:,O,0
gbzguwvy83431234640510,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
yilong,O,0
6x9,O,0
handmade,O,0
silk,O,0
200,O,0
each,O,0
12,O,0
00000,O,0
24,O,0
00000,O,0
10,O,0
26,O,0
40000,O,0
area,O,0
rug,O,0
chinese,O,0
art,O,0
deco,O,0
classic,O,0
indoor,O,0
carpet,O,0
2,O,0
yilong,O,0
4x6,O,0
golden,O,0
hand,O,0
500,O,0
each,O,0
4,O,0
80000,O,0
24,O,0
00000,O,0
10,O,0
26,O,0
40000,O,0
knotted,O,0
silk,O,0
rugs,O,0
antistatic,O,0
family,O,0
room,O,0
carpet,O,0
085b,O,0
3,O,0
yilong,O,0
4x6,O,0
yellow,O,0
handmade,O,0
400,O,0
each,O,0
3,O,0
60000,O,0
14,O,0
40000,O,0
10,O,0
15,O,0
84000,O,0
carpet,O,0
living,O,0
room,O,0
hand,O,0
knotted,O,0
silk,O,0
rugs,O,0
077b,O,0
yilong,O,0
2x3,O,0
traditional,O,0
400,O,0
each,O,0
1,O,0
20000,O,0
4,O,0
80000,O,0
10,O,0
5,O,0
28000,O,0
handmade,O,0
silk,O,0
area,O,0
rugs,O,0
kid,O,0
friendly,O,0
floor,O,0
carpet,O,0
356b,O,0
5,O,0
egg,O,0
bathroom,O,0
rug,O,0
carpet,O,0
area,O,0
500,O,0
each,O,0
6810,O,0
34050,O,0
10,O,0
37455,O,0
rugs,O,0
rug,O,0
floor,O,0
mats,O,0
nordic,O,0
chic,O,0
room,O,0
decor,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
67,O,0
54050,O,0
6,O,0
75405,O,0
74,O,0
29455,O,0
total,O,0
67,O,0
54050,O,0
6,O,0
75405,O,0
74,O,0
29455,O,0
invoice,O,0
no:,O,0
64809205,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
08/18/2014,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
miller,O,0
inc,O,0
mason,O,0
melton,O,0
and,O,0
matthews,O,0
31646,O,0
hicks,O,0
dam,O,0
9139,O,0
martinez,O,0
underpass,O,0
east,O,0
hayley,O,0
mo,O,0
16352,O,0
new,O,0
coreychester,O,0
ks,O,0
66197,O,0
tax,O,0
id:,O,0
909-72-0896,O,0
tax,O,0
id:,O,0
911-83-0636,O,0
iban:,O,0
gb32mttz74837988858066,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
wd,O,0
ny,O,0
black,O,0
off,O,0
white,O,0
500,O,0
each,O,0
1000,O,0
5000,O,0
10,O,0
5500,O,0
dress,O,0
size,O,0
8,O,0
button,O,0
front,O,0
2,O,0
eileen,O,0
fisher,O,0
women5,O,0
long,O,0
100,O,0
each,O,0
1599,O,0
1599,O,0
10,O,0
1759,O,0
sleeve,O,0
fleece,O,0
lined,O,0
front,O,0
pockets,O,0
dress,O,0
xs,O,0
gray,O,0
3,O,0
womens,O,0
almatrichi,O,0
madrid,O,0
400,O,0
each,O,0
5486,O,0
21944,O,0
10,O,0
24138,O,0
dress,O,0
chevron,O,0
boho,O,0
ethnic,O,0
exotic,O,0
tribal,O,0
size,O,0
42,O,0
vintage,O,0
agb,O,0
black,O,0
velvet,O,0
maxi,O,0
500,O,0
each,O,0
6996,O,0
34980,O,0
10,O,0
38478,O,0
dress,O,0
l,O,0
mandarin,O,0
collar,O,0
5,O,0
new,O,0
nwt,O,0
open,O,0
back,O,0
400,O,0
each,O,0
299,O,0
1196,O,0
10,O,0
1316,O,0
xhileration,O,0
plum,O,0
lacy,O,0
dress,O,0
womens,O,0
size,O,0
medium,O,0
10/12,O,0
ruby,O,0
rox,O,0
size,O,0
5,O,0
black,O,0
strapless,O,0
400,O,0
each,O,0
099,O,0
396,O,0
10,O,0
436,O,0
evening,O,0
party,O,0
dress,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
65115,O,0
6512,O,0
71627,O,0
total,O,0
65115,O,0
6512,O,0
71627,O,0
invoice,O,0
no:,O,0
23995139,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
05/30/2015,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
and,O,0
sons,O,0
phillips,O,0
burton,O,0
and,O,0
mcdaniel,O,0
420,O,0
linda,O,0
coves,O,0
apt:,O,0
505,O,0
308,O,0
washington,O,0
street,O,0
suite,O,0
333,O,0
east,O,0
heatherfurt,O,0
md,O,0
93824,O,0
port,O,0
david,O,0
tn,O,0
98937,O,0
tax,O,0
id:,O,0
908-94-9799,O,0
tax,O,0
id:,O,0
932-85-2181,O,0
iban:,O,0
gb44bxzn39084361371767,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
7x4,O,0
buy,O,0
marble,O,0
dining,O,0
table,O,0
500,O,0
each,O,0
14,O,0
72108,O,0
73,O,0
60540,O,0
10,O,0
80,O,0
96594,O,0
with,O,0
black,O,0
marquetry,O,0
inlay,O,0
hallway,O,0
decor,O,0
e944,O,0
2,O,0
18,O,0
white,O,0
top,O,0
chess,O,0
table,O,0
500,O,0
each,O,0
53000,O,0
2,O,0
65000,O,0
10,O,0
2,O,0
91500,O,0
handmade,O,0
inlaid,O,0
mosaic,O,0
decorative,O,0
art,O,0
halloween,O,0
gift,O,0
3,O,0
27,O,0
inches,O,0
carnelian,O,0
stone,O,0
inlay,O,0
500,O,0
each,O,0
72000,O,0
3,O,0
60000,O,0
10,O,0
3,O,0
96000,O,0
marble,O,0
coffee,O,0
table,O,0
top,O,0
white,O,0
patio,O,0
sofa,O,0
table,O,0
16,O,0
marble,O,0
coffee,O,0
table,O,0
200,O,0
each,O,0
31871,O,0
63742,O,0
10,O,0
70116,O,0
mother,O,0
of,O,0
peral,O,0
peacock,O,0
inlay,O,0
restaurant,O,0
decors,O,0
w366,O,0
5,O,0
26x26,O,0
top,O,0
white,O,0
marble,O,0
200,O,0
each,O,0
2,O,0
22600,O,0
45200,O,0
10,O,0
4,O,0
89720,O,0
coffee,O,0
table,O,0
historical,O,0
taj,O,0
mahal,O,0
art,O,0
black,O,0
friday,O,0
gift,O,0
summary,O,0
vat,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
10,O,0
84,O,0
94482,O,0
8,O,0
49448,O,0
93,O,0
43930,O,0
total,O,0
84,O,0
94482,O,0
8,O,0
49448,O,0
93,O,0
43930,O,0
day,O,0
top,O,0
top,O,0
invoice,O,0
no:,O,0
85303612,B-INVOICE_NUMBER,0
date,O,0
of,O,0
issue:,O,0
07/08/2016,B-INVOICE_DATE,0
seller:,O,0
client:,O,0
dixon-hebert,O,0
stewart-faulkner,O,0
03290,O,0
ruiz,O,0
groves,O,0
suite,O,0
916,O,0
psc,O,0
3846,O,0
box,O,0
9643,O,0
north,O,0
phillipshire,O,0
ia,O,0
42021,O,0
apo,O,0
ap,O,0
38432,O,0
tax,O,0
id:,O,0
956-80-1547,O,0
tax,O,0
id:,O,0
973-80-7172,O,0
iban:,O,0
gb13qcqb12342217088974,O,0
items,O,0
no.,O,0
description,O,0
qty,O,0
um,O,0
net,O,0
price,O,0
net,O,0
worth,O,0
vat,O,0
gross,O,0
worth,O,0
brand,O,0
new,O,0
metrokane,O,0
rabbit,O,0
300,O,0
each,O,0
2999,O,0
8997,O,0
10,O,0
9897,O,0
wine,O,0
gold,O,0
color,O,0
tool,O,0
kit,O,0
6,O,0
piece,O,0
set,O,0
wlaerator,O,0
2,O,0
vintage,O,0
set,O,0
of,O,0
4,O,0
clear,O,0
iridescent,O,0
300,O,0
each,O,0
1595,O,0
4785,O,0
10,O,0
5263,O,0
rainbow,O,0
glass,O,0
glasses,O,0
champagne,O,0
wine,O,0
3,O,0
press,O,0
wine,O,0
15l,O,0
fruit,O,0
cider,O,0
500,O,0
each,O,0
27900,O,0
1,O,0
39500,O,0
10,O,0
1,O,0
53450,O,0
apple,O,0
crusher,O,0
juice,O,0
grape,O,0
stainless,O,0
maker,O,0
grapes,O,0
new,O,0
2,O,0
hand,O,0
blown,O,0
wine,O,0
water,O,0
400,O,0
each,O,0
2999,O,0
11996,O,0
10,O,0
13196,O,0
goblet,O,0
glass,O,0
art,O,0
mexico,O,0
pulled,O,0
feather,O,0
iridescent,O,0
swirl,O,0
5,O,0
wine,O,0
opener,O,0
accessories,O,0
gift,O,0
